MFCC1_mean,MFCC2_mean,MFCC3_mean,MFCC4_mean,MFCC5_mean,MFCC6_mean,MFCC7_mean,MFCC8_mean,MFCC9_mean,MFCC10_mean,MFCC11_mean,MFCC12_mean,MFCC13_mean,MFCC1_std,MFCC2_std,MFCC3_std,MFCC4_std,MFCC5_std,MFCC6_std,MFCC7_std,MFCC8_std,MFCC9_std,MFCC10_std,MFCC11_std,MFCC12_std,MFCC13_std,Centroid_mean,Centroid_std,Bandwidth_mean,Bandwidth_std,Rolloff_mean,Rolloff_std,ZCR_mean,ZCR_std,RMS_mean,RMS_std,Contrast1_mean,Contrast2_mean,Contrast3_mean,Contrast4_mean,Contrast5_mean,Contrast6_mean,Contrast7_mean,Contrast1_std,Contrast2_std,Contrast3_std,Contrast4_std,Contrast5_std,Contrast6_std,Contrast7_std,Instrument
-123.9041595,149.599884,-10.05024147,29.27503014,10.32841778,6.370284557,-4.597589016,5.74397707,2.704500675,1.534267664,-3.072247744,0.50441283,-1.881896734,61.51029968,19.86811829,8.608638763,7.534060001,8.630329132,5.468615532,5.923130512,4.567828655,5.844624043,8.444552422,7.227859974,6.982016563,5.047810555,1216.568542,300.6263095,1683.739117,287.0624213,2373.207444,651.7743678,0.047795222,0.014706495,0.168261245,0.072928287,15.76487821,17.49539621,20.19089928,18.5047768,19.69062489,18.97453085,46.87755175,4.049000172,5.165432246,4.4168048,3.17617773,3.555915896,2.768433669,5.404246807,cel
-113.9899216,111.3703995,-16.79870796,34.64358902,12.45084286,5.375916481,-4.948331356,3.590188026,3.704037189,3.637203693,-5.483062744,-2.855834961,1.189988613,59.75295258,24.43209839,10.26071262,6.893317699,9.423465729,6.620793819,6.443816185,5.622681141,6.255820751,7.384222507,5.107152462,8.430093765,5.393901348,1644.867445,344.4894946,1968.790864,231.30688,3253.584172,651.2984123,0.073516376,0.017667624,0.174155638,0.087720148,18.14378956,21.9116482,21.90050355,22.64340354,24.75218286,23.07770501,47.65135157,4.248154894,4.204964501,3.406567267,3.210507653,3.693949208,2.404791752,5.410981647,cel
-136.3270721,138.9698792,-53.81965256,67.39508057,-7.087450981,-6.69007206,-18.29597282,-6.993359566,-5.515204906,-5.79913044,-4.937712193,-3.408909798,-4.92664814,31.70184135,17.42478943,10.01110458,7.19891119,5.377523899,5.731496334,7.482449532,6.746425152,4.817657948,5.181765079,6.342481136,5.086376667,6.80039978,1694.504035,209.2381241,1444.996429,83.54023156,3100.61561,244.2600156,0.128617037,0.031188123,0.152261764,0.056016222,19.51892839,15.41725056,22.74021522,23.3446648,25.7046742,23.78689453,49.66108141,4.190178106,3.286788539,4.687508804,3.538340019,3.316093246,2.158294612,6.133259038,cel
-115.7323303,133.6977539,-47.35050964,76.74279785,-2.993623734,0.515975595,-23.56881332,-8.917126656,-9.761238098,-4.78939867,-3.217720747,0.433810145,-4.270963192,16.02109909,9.420339584,11.63114738,7.111229897,6.884003639,6.399358749,5.672840595,4.701480865,5.238332272,4.387583733,5.063388348,4.614791393,5.832079887,1649.299838,170.0731127,1461.366793,43.68294417,2969.594351,173.3789824,0.128166316,0.025585639,0.214728981,0.042689677,17.5532273,16.88031234,26.5276699,25.16285506,26.63156393,22.34153508,50.0133527,3.803130793,4.007051947,4.424326942,3.104524441,2.923918144,1.760187277,5.854358923,cel
-136.1346283,131.9634247,-44.57707214,76.94921875,5.881663322,2.185692549,-17.39646912,-1.822969675,-1.151046515,-3.382505417,-3.844749928,1.722075462,-2.043778658,14.75300407,9.271502495,10.32001019,8.93235302,6.585915089,5.75920105,5.401327133,6.487598419,5.990937233,7.466633797,5.756546974,4.641783714,6.381945133,1513.071095,173.1592912,1486.769021,61.24653752,2840.643592,213.8144058,0.097596154,0.029209104,0.190357819,0.055817924,21.1495137,18.43717091,24.88128211,24.89773324,26.1512961,22.36395688,49.13283014,3.648545822,3.550193064,4.241388229,3.587127632,2.83102433,1.818289585,5.802856128,cel
-141.2310028,108.3313904,-29.42687225,14.76777363,-2.172416687,3.540812016,-3.058261633,-0.986643612,-4.648617744,-3.032452822,-9.610807419,-9.394148827,-13.03429794,63.33647537,36.54218292,10.32536411,6.684365749,8.939734459,9.778061867,7.303704262,10.41039276,5.106547356,3.986109495,5.929541111,5.036120415,5.021849155,1615.404371,812.3491971,1829.993953,557.722078,3097.219989,1791.49331,0.048208383,0.027623204,0.236464009,0.09322121,13.70339542,25.41070568,24.39565172,23.58110189,20.38639706,18.47356132,47.51308923,3.496329559,4.802601079,4.400518213,3.170295594,2.538774702,1.992344632,4.750972216,cel
-104.9763489,104.8143005,-32.85504532,17.02507401,-0.426611096,2.702093124,-7.390080452,-4.873701572,-10.04127884,-6.364242077,-16.48768044,-9.878790855,-10.82011509,19.72276115,18.84106827,10.4155817,8.231927872,6.278558254,6.126299858,5.699491978,5.328176498,5.967038631,4.869690418,7.468919277,6.182892323,4.530876637,1690.988838,178.6496815,1896.954563,164.7983374,3162.813439,405.8678239,0.074947416,0.015693894,0.20696722,0.076058276,17.32908175,20.17832174,26.2199006,22.89089103,23.54995974,23.09614009,49.52341134,4.271555983,4.538167745,5.187362547,4.087015424,2.870974196,2.517612481,5.832636548,cel
-129.0482178,116.2590866,-30.3644352,20.46606827,-0.302564621,1.195516944,-10.53171825,-11.00097561,-11.67730618,-5.313800812,-20.45849609,-12.54257965,-13.00089359,28.58827591,16.9386425,10.13892269,5.276353359,4.719621658,6.445451736,3.94064784,5.214271545,4.22676897,5.709976196,8.170073509,6.131283283,5.514046192,1495.013498,185.2450396,1776.33105,199.9067652,2855.716834,479.6876827,0.051314603,0.015035263,0.221578866,0.098417386,13.74969003,22.59388651,21.67656455,21.37686966,24.29211793,22.60085198,49.82180549,3.548691876,4.12972204,3.745801975,2.521846142,3.110763019,2.449372206,6.556874969,cel
-114.4376373,130.3819427,-24.64769363,16.4994297,3.298371553,-6.291120052,-5.142342567,-3.15075016,-3.441074848,1.272810698,-13.31059933,-10.1058073,-18.15545654,28.82711601,20.15428734,7.023671627,7.448751926,5.227822304,4.548291683,5.81879425,5.135514736,5.562389374,4.538496971,5.575016499,5.405294895,5.764440536,1455.811452,252.5993575,1784.819996,222.2747822,2673.015888,466.6697499,0.060467999,0.016773537,0.183083698,0.061440248,16.24535715,20.51811333,21.65987218,22.23271544,21.11018071,21.12099896,47.55027769,3.694714069,4.985506203,4.232671374,3.888100935,2.56038272,2.126259861,5.023354968,cel
-109.8020706,140.1115417,-23.34375954,17.71824646,2.369716167,-8.729356766,-8.455382347,-3.013589859,-5.818707943,-7.544973373,-18.87601852,-9.584662437,-16.53878021,32.9694252,15.69659805,5.808713913,4.796329498,4.775407791,4.407412052,4.696076393,4.200237274,4.401139736,4.920175076,5.11302042,3.924855232,5.501627922,1352.91928,203.8919677,1693.926957,193.6895251,2460.334097,392.3155296,0.058503606,0.011906885,0.195982948,0.062894575,18.48367642,17.31966244,20.37894865,22.82219221,20.0393853,20.09872811,45.74990068,4.135407946,3.920384244,3.759976363,3.721818461,2.332968026,2.084203798,5.35643121,cel
-109.0817642,120.1926422,-29.45056343,20.67014313,-2.34980464,-9.168960571,-11.97922134,-8.298070908,-12.38467884,-10.0692358,-19.41281891,-8.55862236,-9.287220001,19.59900665,9.189968109,6.332376957,5.48963213,4.2997756,4.076508999,4.25498867,4.005553722,5.53718996,4.675257683,5.031096458,5.680151463,7.281313419,1529.478321,225.6043746,1801.944965,152.7064942,2887.105619,413.6101384,0.056693209,0.020081021,0.226401791,0.091771953,17.13005631,22.48906571,23.09880776,22.22227928,20.83621105,20.87013651,47.12264082,3.635722066,4.964647876,4.054794026,3.203292182,2.410055696,2.026464696,5.00093516,cel
-97.8686142,104.1018295,-17.2315197,22.29935837,1.548066497,-8.80402565,-11.24904346,-6.980821609,-5.517440319,-2.380350113,-16.89517784,-5.251493931,-10.57992649,23.57366753,23.06620216,12.1587801,5.740731716,5.764880657,5.947816849,4.983408928,4.538784504,5.234375477,5.422345638,5.551658154,8.182742119,13.0451479,1808.941796,347.7889206,2004.203416,267.9870703,3430.322078,786.730172,0.087886869,0.025310865,0.209180683,0.064034916,15.99399945,19.65476886,27.01083279,27.87521965,24.50842226,23.58228947,47.60169803,3.341270712,3.858993958,3.79127947,3.563623718,3.090997691,2.266571812,4.895999221,cel
-75.48510742,141.4758606,-25.07745361,27.85247231,3.936407566,-1.692939162,0.526584804,1.965254664,0.24449721,3.626978636,-8.724380493,-2.309633255,-15.06848145,26.68311119,15.75436306,8.138381958,6.302960873,5.946988106,6.47741127,4.317119122,5.639198303,6.753802776,5.36006403,6.899759769,6.363343239,5.207951546,1340.642212,210.5057035,1679.569447,194.2725944,2564.604492,364.2902412,0.06078726,0.016237801,0.238514066,0.037725013,19.85405295,19.38040319,22.28020959,23.88667236,21.37998466,21.45321688,46.39109131,3.726280387,4.281694392,3.760648541,3.125929493,2.285431062,1.912372713,5.156226601,cel
-98.41772461,135.3864746,-21.39825821,19.30058861,3.735969067,-8.083306313,-7.236093998,-3.345664978,-3.429342031,-2.241180658,-11.81620407,-1.897535682,-10.62451363,31.95161819,24.42790604,7.686612129,8.79593277,5.224720001,4.532697201,6.39136219,7.944511414,8.272591591,5.73260355,6.156136036,6.605935097,9.120342255,1431.456853,347.3603648,1744.299642,279.8351081,2632.516902,687.388857,0.067172476,0.024550022,0.225153521,0.07885091,17.02680642,19.07304182,23.44159604,23.65756021,22.20852784,22.27242118,46.27659754,4.06237554,5.3909955,3.808799284,3.774931734,2.913213041,3.19400899,5.929913184,cel
-186.9715881,85.95226288,-21.22282982,23.77977753,2.829046249,-3.681304216,-13.47185612,-5.661206722,-7.589642048,-5.486292362,-4.346542358,4.253071785,-9.874664307,94.09130859,24.33157349,15.08882236,8.537947655,7.804823875,6.078998089,7.338171959,5.350939274,5.418921471,5.351438522,7.01225996,9.712105751,13.49449539,1847.536157,494.8771974,1946.452739,261.3467469,3478.771785,967.3724986,0.083905499,0.038017536,0.147996366,0.110964209,14.92472935,17.69783263,25.57264983,24.16250057,24.9528461,21.37522977,47.98443094,3.473392358,7.022080388,4.605417203,5.024899,4.067540128,3.363112894,6.271064084,cel
-141.4202576,81.66472626,-24.48250771,29.79620934,0.297067523,-11.54598331,-17.0643959,-4.017664433,1.483136415,8.252624512,-0.125506833,-4.835659981,-31.72480774,54.1716423,26.72741699,14.4472456,5.146587849,4.375662327,9.840711594,5.754351616,5.701426029,8.605312347,12.135746,11.41052723,10.10688496,16.52610779,1978.196537,371.4296939,1970.39975,140.2674615,3626.853966,604.6925872,0.10381235,0.038056432,0.174578235,0.063784152,16.81802738,13.60235785,24.32212928,28.39166705,26.86863696,23.6412512,49.41957508,4.12193093,4.090539705,4.519853058,5.293387887,3.683253618,2.845071734,5.362312896,cel
-153.1313171,178.9428711,-22.38449478,28.43135452,18.95546341,-5.84535408,-12.32665062,-0.65811044,0.308781624,0.883435428,-2.782876968,-4.839602947,-16.60707664,26.10840034,13.53175926,6.521007061,7.452262402,5.494949341,4.490408897,4.117325306,5.195416451,4.689515114,3.768015385,5.142417431,4.648783207,4.075714588,912.8694423,140.5351335,1292.215594,139.0471826,1798.270921,286.7434184,0.036782602,0.008842608,0.187850863,0.073174566,22.30991542,16.60561194,16.93792728,18.70478501,19.88995065,19.2396005,45.4878894,4.87083321,3.830447625,3.83673059,2.670706072,2.084078949,1.923761243,4.979482107,cel
-124.8015137,126.2222366,-29.38891411,60.69193268,7.580769539,17.33736801,-9.919700623,7.42468071,-2.515184164,12.42642212,2.678707838,-5.274322987,-10.75592899,13.5031147,9.779269218,7.40841341,8.39371109,5.12667942,5.875265121,7.224756241,5.518937588,6.380951881,6.207003593,6.173257351,6.258719444,5.301634312,1439.78283,130.3685877,1656.433824,84.58432506,2889.093299,254.3098212,0.074462891,0.01685169,0.186813265,0.044853121,17.7103038,20.1961108,23.92472722,25.30719752,24.58812236,19.87778773,48.92897894,4.976612804,3.799346097,4.528977212,3.48279742,3.026914963,2.149770969,5.474414253,cel
-151.1557465,135.6060333,-27.94133949,64.24137878,0.706956148,6.837410927,-11.15517807,-3.163090229,-10.12735462,-1.500455022,-4.971323967,-8.244909286,-5.661188126,21.8729496,12.01069355,10.07527351,7.124326229,7.014500141,5.504336357,6.115491867,5.310804367,4.755226135,5.702198505,5.041401863,4.371581554,4.889656067,1316.065735,112.1251132,1504.387356,77.92433869,2719.146635,279.4121368,0.057065054,0.014283873,0.20668532,0.070570439,18.54956502,19.62792727,28.80000483,25.49931847,24.12433304,22.35248642,48.37719312,5.698018035,4.024296519,5.166449052,3.467878068,3.502233592,2.584712082,5.585446527,cel
-137.8683014,137.6906891,-34.65728378,56.67832947,0.395732701,6.256833553,-2.41524148,1.426067233,-6.697565556,1.032632709,-0.252227157,-7.408748627,-3.153939962,16.03076935,15.20708942,14.42127228,7.052437782,9.321193695,5.91900444,6.313876629,8.298069954,8.079772949,6.785335064,6.834652424,5.167987347,5.156370163,1288.978868,181.3625199,1507.907389,86.82772068,2716.993314,304.0738067,0.049282602,0.01931428,0.215460181,0.10394565,19.81664603,17.93633175,24.45812367,23.00128589,22.09666453,21.93577277,49.08431081,6.641388198,4.210280153,6.101399936,3.109138843,2.818008234,2.66373474,5.707276808,cel
-94.99086761,119.7186432,-19.00838089,25.1626606,9.871172905,2.369390965,-9.0932827,2.131029367,1.633280754,2.256583929,-6.33339262,-2.436989784,-6.179349422,29.62272453,15.37615776,13.52549362,7.325886726,6.695526123,6.875901222,5.202349186,6.213474274,6.412594318,7.032725334,5.341944695,6.87990284,4.180482864,1519.368008,165.0363489,1832.017838,151.3273184,2767.099422,304.9044248,0.079815204,0.022216459,0.193741798,0.050812554,17.0053537,21.01626423,23.09854544,24.30203986,26.68225094,23.63410828,50.04825247,3.805785107,3.771249161,4.5567439,3.266405016,3.251867992,3.298813373,6.091558604,cel
-114.7706757,110.4475632,-17.64465523,29.84092522,6.255610466,1.506724834,-6.902848721,-1.642863512,-4.317361355,0.341290921,-6.598395348,-8.799389839,-1.075048566,40.45450592,13.82921314,14.21498013,8.809803963,7.505614758,8.493729591,5.513521194,8.495016098,7.263953209,6.065963268,7.154261112,6.106910229,7.151818752,1636.081138,192.2224566,1927.766017,172.3713238,3133.495155,409.6610082,0.085404147,0.023047261,0.154812619,0.060544282,17.40749878,20.67130738,24.43813803,24.39711622,24.98161963,24.18124826,49.69739859,3.732782285,4.117212986,4.827841179,4.214415422,3.766757439,3.008454062,4.538116359,cel
-141.0179901,115.6945496,-21.34188271,32.86875534,11.18404102,4.091245174,-7.40628767,1.02896893,-3.41117692,1.760803223,-10.52874947,-12.38481808,3.88078618,51.82761765,11.19886303,15.78906059,10.56376076,7.244258881,5.943862915,7.261023045,6.239903927,6.494479179,4.799146175,5.352572441,5.082212448,8.374355316,1532.988471,168.8388316,1812.005247,244.0415638,2890.584059,519.0062339,0.089066256,0.017864144,0.148796186,0.0790589,17.58912756,21.93780726,23.9425536,24.19079125,26.60065935,23.80616707,49.10575942,3.763434347,4.30623538,4.873100249,3.979255617,4.522327367,2.960596065,5.506036234,cel
-134.4892731,139.2555542,-56.71359634,63.38134003,5.409294605,0.869107187,-13.98941517,-0.460085839,-4.557191849,-2.548320293,-5.952437878,-8.127426147,-7.401777267,38.41248322,20.10453415,22.90990067,10.36884117,9.697277069,7.32036972,5.868184566,6.189763546,6.535794258,7.230600834,5.013242245,5.691786766,6.047364235,1553.069666,290.5986663,1472.306076,115.3269338,2882.798978,352.7743275,0.091890775,0.039224662,0.15259327,0.059262004,15.57493658,17.5145375,21.8775325,21.72785045,20.8883817,22.09912584,46.68520147,4.779683282,4.057021289,4.543116035,3.755530299,3.254398557,3.364585478,5.009410945,cel
-200.5225067,117.6825027,-61.91223526,69.13470459,-0.925065219,5.017240524,-7.358926296,-2.465419531,-8.295351982,-7.233383656,-11.04323483,-11.52905273,-2.625142336,56.09323502,26.88175583,17.94349861,12.20512772,10.49845886,6.439449787,6.631602764,7.738905907,7.342367649,6.071358204,5.674239159,6.927131176,8.867121696,1871.780292,282.1932151,1422.038379,61.69224002,3201.656025,317.1227467,0.136275541,0.03779365,0.098766267,0.047955833,13.91850734,14.55389607,25.35807336,25.52240253,25.36885603,25.29195589,47.80750612,3.831516829,3.724324651,5.151817025,5.113217346,4.26678034,2.896648936,5.27629182,cel
-177.1874084,142.3258667,-31.53683853,54.20999146,19.43361282,-0.013655208,-8.523880959,4.907273769,-2.523837328,-12.14650536,-0.792118669,-4.29052496,-5.983716965,40.65253448,13.62005806,24.2737999,7.169830322,6.768328667,6.191205502,4.337578773,6.917527676,8.164689064,9.062198639,4.890411854,8.339749336,5.105737686,1175.185262,246.311861,1462.428132,210.4463753,2491.143142,417.1517398,0.04302509,0.02073457,0.195477828,0.125571251,19.0533193,21.01677119,21.56447122,19.76472305,19.10267614,18.40819853,46.00352653,5.177861287,5.000161589,5.261945456,3.396938934,2.870520579,2.777478732,5.467161271,cel
-165.4165344,124.4486618,-21.94156837,6.527682781,4.741705894,-10.03576469,-5.731089592,0.590393066,-1.766420841,-1.479199648,-10.00196838,-4.695556641,-15.35264015,102.3909531,17.27105904,12.63034248,7.524626255,10.94866085,6.257467747,6.691390038,8.18598175,8.162345886,5.285664082,7.017486572,7.427987099,9.664763451,1475.377215,266.0315708,1892.884967,196.8824327,2643.366324,578.9238567,0.060941256,0.018822213,0.13726747,0.08719638,16.54731818,20.50250129,23.40562946,22.90484006,21.35508399,20.04140925,45.68216744,4.582822833,4.662995001,4.997499759,4.051981597,3.166713164,3.268496998,5.386452516,cel
-142.4719238,84.43939209,-29.71017265,12.3733263,0.52183789,-7.836856365,-8.341010094,-5.81370306,-7.778496742,-9.416779518,-19.83966446,-1.785118103,-10.07338715,51.71706772,21.85537148,10.15764999,9.189007759,7.386006832,6.175321102,5.123854637,6.959097385,9.745200157,9.135715485,9.288434029,6.969883919,7.926394939,1727.866162,242.4752736,2025.478132,206.9716027,3172.33774,618.1853687,0.059476412,0.016804811,0.211944297,0.09760765,13.04007473,26.12867969,27.18143327,27.64447356,25.50183202,23.26494466,47.83620773,3.302217871,5.443628849,5.385954828,4.369455914,3.147168455,2.70502721,4.782755673,cel
-162.4362946,55.25489426,-34.82945633,-3.815769196,-13.49581814,-23.19520187,-5.527132511,14.4573164,27.18235397,26.66226768,-10.31159878,-18.30050659,-20.81294632,44.91443253,18.69631195,9.849835396,7.423746109,5.811835289,6.471293449,8.962896347,11.21861362,16.39241219,9.300508499,15.62873554,16.99977112,10.25231934,2205.422059,261.1448568,2180.537598,264.4253139,4018.012883,857.5048423,0.098805589,0.020209441,0.234576881,0.084472604,14.22482056,13.49598366,25.75838463,33.89582812,27.78302368,24.31780164,51.19123218,3.137327671,3.771273252,4.835769767,4.102188084,4.212751532,3.239064064,6.22700558,cel
-145.5870514,152.8677521,-4.751937866,27.84736443,0.624386549,4.127387047,-18.64486694,12.7108345,-8.354092598,-6.301365376,-15.74276733,-26.39166832,4.904222012,40.30503464,11.0207901,14.84129906,7.221242428,7.373570919,7.700614929,6.338246822,7.302848339,4.996301651,5.981786251,6.99993515,7.004520893,7.592564583,1088.881345,162.3368263,1650.166218,148.3940655,2030.498235,439.2734791,0.036545974,0.010831358,0.19774957,0.062175017,27.18608607,20.16122599,21.1089658,21.24078047,19.88808999,20.24496948,50.63239602,4.238436103,4.056354463,3.733813458,2.685698416,2.936238367,2.420379547,6.624720304,cel
-147.6847076,161.891861,-7.688024044,24.05762482,-2.170773506,5.184781551,-21.7701664,14.76191998,-13.31536007,-12.47628689,-19.08153915,-31.86572647,1.526250482,24.11271095,21.99946594,11.45979118,6.606408119,7.73750639,8.793634415,7.621332169,8.912296295,5.755777359,6.470855236,6.373075485,6.068032742,7.001008511,1034.211862,245.7039984,1546.714865,211.0921344,1841.999887,647.0925761,0.036771334,0.012200997,0.216922805,0.064133599,25.03990626,18.49942256,21.81587852,21.45522773,20.31324774,20.98384543,51.75265873,4.848731933,4.091484416,4.401653086,3.368172704,2.916742462,2.283822213,5.439144082,cel
-137.4234009,146.3461914,-5.736039639,26.46078682,-3.87980485,4.746404648,-25.11571503,8.919052124,-15.89983082,-11.22385025,-16.04100418,-23.66227722,2.044228792,32.47459793,18.41935158,13.7259016,7.053443909,7.910281181,7.477318764,7.990638733,4.924198627,5.609309196,4.722960472,5.464387894,6.153798103,6.40735054,1252.071936,259.8028209,1775.731573,237.235298,2450.809796,807.2500857,0.046627103,0.013804735,0.17824851,0.059378102,25.70828237,18.39601327,20.87709629,19.84129665,19.13440885,19.57757255,51.92120288,5.42670763,4.212020337,4.02232832,3.24562953,2.78178622,1.886635321,5.948119832,cel
